,Credit_Mix
2241,Standard
2242,Standard
2243,Standard
2244,Good
2245,Good
2246,Good
2247,Good
2248,Standard
2249,Standard
2250,Standard
2251,Standard
2252,Good
2253,Good
2254,Good
2255,Good
2256,Standard
2257,Standard
2258,Standard
2259,Standard
2260,Bad
2261,Bad
2262,Bad
2263,Bad
2264,Good
2265,Good
2266,Good
2267,Good
2268,Bad
2269,Bad
2270,Bad
2271,Bad
2272,Good
2273,Good
2274,Good
2275,Good
2276,Standard
2277,Standard
2278,Standard
2279,Standard
2280,Standard
2281,Standard
2282,Standard
2283,Standard
2284,Standard
2285,Standard
2286,Standard
2287,Standard
2288,Good
2289,Good
2290,Good
2291,Good
2292,Good
2293,Good
2294,Good
2295,Good
2296,Standard
2297,Standard
2298,Standard
2299,Standard
2300,Good
2301,Good
2302,Good
2303,Good
2304,Standard
2305,Standard
2306,Standard
2307,Standard
2308,Bad
2309,Bad
2310,Bad
2311,Bad
2312,Standard
2313,Standard
2314,Standard
2315,Standard
2316,Good
2317,Good
2318,Good
2319,Good
2320,Good
2321,Good
2322,Good
2323,Good
2324,Bad
2325,Bad
2326,Bad
2327,Bad
2328,Standard
2329,Standard
2330,Standard
2331,Standard
2332,Standard
2333,Standard
2334,Standard
2335,Standard
2336,Bad
2337,Bad
2338,Bad
2339,Bad
2340,Good
2341,Good
2342,Good
2343,Good
2344,Standard
2345,Standard
2346,Standard
2347,Standard
2348,Standard
2349,Standard
2350,Standard
2351,Standard
2352,Standard
2353,Standard
2354,Standard
2355,Standard
2356,Good
2357,Good
2358,Good
2359,Good
2360,Standard
2361,Standard
2362,Standard
2363,Standard
2364,Standard
2365,Standard
2366,Standard
2367,Standard
2368,Good
2369,Good
2370,Good
2371,Good
2372,Good
2373,Good
2374,Good
2375,Good
2376,Good
2377,Good
2378,Good
2379,Good
2380,Good
2381,Good
2382,Good
2383,Good
2384,Bad
2385,Bad
2386,Bad
2387,Bad
2388,Good
2389,Good
2390,Good
2391,Good
2392,Good
2393,Good
2394,Good
2395,Good
2396,Good
2397,Good
2398,Good
2399,Good
2400,Standard
2401,Standard
2402,Standard
2403,Standard
2404,Bad
2405,Bad
2406,Bad
2407,Bad
2408,Bad
2409,Bad
2410,Bad
2411,Bad
2412,Good
2413,Good
2414,Good
2415,Good
2416,Standard
2417,Standard
2418,Standard
2419,Standard
2420,Standard
2421,Standard
2422,Standard
2423,Standard
2424,Good
2425,Good
2426,Good
2427,Good
2428,Good
2429,Good
2430,Good
2431,Good
2432,Bad
2433,Bad
2434,Bad
2435,Bad
2436,Standard
2437,Standard
2438,Standard
2439,Standard
2440,Good
2441,Good
2442,Good
2443,Good
2444,Bad
2445,Bad
2446,Bad
2447,Bad
2448,Bad
2449,Bad
2450,Bad
2451,Bad
2452,Bad
2453,Bad
2454,Bad
2455,Bad
2456,Good
2457,Good
2458,Good
2459,Good
2460,Bad
2461,Bad
2462,Bad
2463,Bad
2464,Good
2465,Good
2466,Good
2467,Good
2468,Standard
2469,Standard
2470,Standard
2471,Standard
2472,Bad
2473,Bad
2474,Bad
2475,Bad
2476,Good
2477,Good
2478,Good
2479,Good
2480,Standard
2481,Standard
2482,Standard
2483,Standard
2484,Standard
2485,Standard
2486,Standard
2487,Standard
2488,Bad
2489,Bad
2490,Bad
2491,Bad
2492,Good
2493,Good
2494,Good
2495,Good
2496,Bad
2497,Bad
2498,Bad
2499,Bad
2500,Bad
2501,Bad
2502,Bad
2503,Bad
2504,Good
2505,Good
2506,Good
2507,Good
2508,Good
2509,Good
2510,Good
2511,Good
2512,Good
2513,Good
2514,Good
2515,Good
2516,Good
2517,Good
2518,Good
2519,Good
2520,Standard
2521,Standard
2522,Standard
2523,Standard
2524,Standard
2525,Standard
2526,Standard
2527,Standard
2528,Good
2529,Good
2530,Good
2531,Good
2532,Standard
2533,Standard
2534,Standard
2535,Standard
2536,Standard
2537,Standard
2538,Standard
2539,Standard
2540,Standard
2541,Standard
2542,Standard
2543,Standard
2544,Good
2545,Good
2546,Good
2547,Good
2548,Standard
2549,Standard
2550,Standard
2551,Standard
2552,Standard
2553,Standard
2554,Standard
2555,Standard
2556,Bad
2557,Bad
2558,Bad
2559,Bad
2560,Standard
2561,Standard
2562,Standard
2563,Standard
2564,Good
2565,Good
2566,Good
2567,Good
2568,Standard
2569,Standard
2570,Standard
2571,Standard
2572,Standard
2573,Standard
2574,Standard
2575,Standard
2576,Good
2577,Good
2578,Good
2579,Good
2580,Standard
2581,Standard
2582,Standard
2583,Standard
2584,Good
2585,Good
2586,Good
2587,Good
2588,Good
2589,Good
2590,Good
2591,Good
2592,Standard
2593,Standard
2594,Standard
2595,Standard
2596,Bad
2597,Bad
2598,Bad
2599,Bad
2600,Standard
2601,Standard
2602,Standard
2603,Standard
2604,Bad
2605,Bad
2606,Bad
2607,Bad
2608,Bad
2609,Bad
2610,Bad
2611,Bad
2612,Good
2613,Good
2614,Good
2615,Good
2616,Good
2617,Good
2618,Good
2619,Good
2620,Standard
2621,Standard
2622,Standard
2623,Standard
2624,Good
2625,Good
2626,Good
2627,Good
2628,Standard
2629,Standard
2630,Standard
2631,Standard
2632,Good
2633,Good
2634,Good
2635,Good
2636,Standard
2637,Standard
2638,Standard
2639,Standard
2640,Bad
2641,Bad
2642,Bad
2643,Bad
2644,Good
2645,Good
2646,Good
2647,Good
2648,Standard
2649,Standard
2650,Standard
2651,Standard
2652,_
2653,_
2654,_
2655,_
2656,Good
2657,Good
2658,Good
2659,Good
2660,Good
2661,Good
2662,Good
2663,Good
2664,Bad
2665,Bad
2666,Bad
2667,Bad
2668,Standard
2669,Standard
2670,Standard
2671,Standard
2672,Standard
2673,Standard
2674,Standard
2675,Standard
2676,Standard
2677,Standard
2678,Standard
2679,Standard
2680,Standard
2681,Standard
2682,Standard
2683,Standard
2684,Standard
2685,Standard
2686,Standard
2687,Standard
2688,Good
2689,Good
2690,Good
2691,Good
2692,Good
2693,Good
2694,Good
2695,Good
2696,Standard
2697,Standard
2698,Standard
2699,Standard
2700,Standard
2701,Standard
2702,Standard
2703,Standard
2704,Bad
2705,Bad
2706,Bad
2707,Bad
2708,Standard
2709,Standard
2710,Standard
2711,Standard
2712,Bad
2713,Bad
2714,Bad
2715,Bad
2716,Standard
2717,Standard
2718,Standard
2719,Standard
2720,Standard
2721,Standard
2722,Standard
2723,Standard
2724,Good
2725,Good
2726,Good
2727,Good
2728,Standard
2729,Standard
2730,Standard
2731,Standard
2732,Good
2733,Good
2734,Good
2735,Good
2736,Standard
2737,Standard
2738,Standard
2739,Standard
2740,Good
2741,Good
2742,Good
2743,Good
2744,Good
2745,Good
2746,Good
2747,Good
2748,Standard
2749,Standard
2750,Standard
2751,Standard
2752,Bad
2753,Bad
2754,Bad
2755,Bad
2756,Standard
2757,Standard
2758,Standard
2759,Standard
2760,Standard
2761,Standard
2762,Standard
2763,Standard
2764,Good
2765,Good
2766,Good
2767,Good
2768,Good
2769,Good
2770,Good
2771,Good
2772,Standard
2773,Standard
2774,Standard
2775,Standard
2776,Bad
2777,Bad
2778,Bad
2779,Bad
2780,Bad
2781,Bad
2782,Bad
2783,Bad
2784,Good
2785,Good
2786,Good
2787,Good
2788,Good
2789,Good
2790,Good
2791,Good
2792,Standard
2793,Standard
2794,Standard
2795,Standard
2796,Standard
2797,Standard
2798,Standard
2799,Standard
2800,Bad
2801,Bad
2802,Bad
2803,Bad
2804,Standard
2805,Standard
2806,Standard
2807,Standard
2808,Standard
2809,Standard
2810,Standard
2811,Standard
2812,Standard
2813,Standard
2814,Standard
2815,Standard
2816,Good
2817,Good
2818,Good
2819,Good
2820,Good
2821,Good
2822,Good
2823,Good
2824,Standard
2825,Standard
2826,Standard
2827,Standard
2828,Standard
2829,Standard
2830,Standard
2831,Standard
2832,Bad
2833,Bad
2834,Bad
2835,Bad
2836,Standard
2837,Standard
2838,Standard
2839,Standard
2840,Bad
2841,Bad
2842,Bad
2843,Bad
2844,Good
2845,Good
2846,Good
2847,Good
2848,Good
2849,Good
2850,Good
2851,Good
2852,Bad
2853,Bad
2854,Bad
2855,Bad
2856,Good
2857,Good
2858,Good
2859,Good
2860,Standard
2861,Standard
2862,Standard
2863,Standard
2864,Good
2865,Good
2866,Good
2867,Good
2868,Standard
2869,Standard
2870,Standard
2871,Standard
2872,Good
2873,Good
2874,Good
2875,Good
2876,Standard
2877,Standard
2878,Standard
2879,Standard
2880,Standard
2881,Standard
2882,Standard
2883,Standard
2884,Good
2885,Good
2886,Good
2887,Good
2888,Standard
2889,Standard
2890,Standard
2891,Standard
2892,Standard
2893,Standard
2894,Standard
2895,Standard
2896,Standard
2897,Standard
2898,Standard
2899,Standard
2900,Good
2901,Good
2902,Good
2903,Good
2904,Bad
2905,Bad
2906,Bad
2907,Bad
2908,Bad
2909,Bad
2910,Bad
2911,Bad
2912,Standard
2913,Standard
2914,Standard
2915,Standard
2916,Good
2917,Good
2918,Good
2919,Good
2920,Bad
2921,Bad
2922,Bad
2923,Bad
2924,Bad
2925,Bad
2926,Bad
2927,Bad
2928,Standard
2929,Standard
2930,Standard
2931,Standard
2932,Good
2933,Good
2934,Good
2935,Good
2936,Good
2937,Good
2938,Good
2939,Good
2940,Good
2941,Good
2942,Good
2943,Good
2944,Good
2945,Good
2946,Good
2947,Good
2948,Standard
2949,Standard
2950,Standard
2951,Standard
2952,Good
2953,Good
2954,Good
2955,Good
2956,Bad
2957,Bad
2958,Bad
2959,Bad
2960,Standard
2961,Standard
2962,Standard
2963,Standard
2964,Standard
2965,Standard
2966,Standard
2967,Standard
2968,Good
2969,Good
2970,Good
2971,Good
2972,Good
2973,Good
2974,Good
2975,Good
2976,Good
2977,Good
2978,Good
2979,Good
2980,Bad
2981,Bad
2982,Bad
2983,Bad
2984,Standard
2985,Standard
2986,Standard
2987,Standard
2988,Bad
2989,Bad
2990,Bad
2991,Bad
2992,Standard
2993,Standard
2994,Standard
2995,Standard
2996,Standard
2997,Standard
2998,Standard
2999,Standard
3000,Good
3001,Good
3002,Good
3003,Good
3004,Bad
3005,Bad
3006,Bad
3007,Bad
3008,Standard
3009,Standard
3010,Standard
3011,Standard
3012,Bad
3013,Bad
3014,Bad
3015,Bad
3016,Good
3017,Good
3018,Good
3019,Good
3020,Good
3021,Good
3022,Good
3023,Good
3024,Good
3025,Good
3026,Good
3027,Good
3028,Good
3029,Good
3030,Good
3031,Good
3032,Standard
3033,Standard
3034,Standard
3035,Standard
3036,Standard
3037,Standard
3038,Standard
3039,Standard
3040,Standard
3041,Standard
3042,Standard
3043,Standard
3044,Bad
3045,Bad
3046,Bad
3047,Bad
3048,Good
3049,Good
3050,Good
3051,Good
3052,Standard
3053,Standard
3054,Standard
3055,Standard
3056,Standard
3057,Standard
3058,Standard
3059,Standard
3060,Standard
3061,Standard
3062,Standard
3063,Standard
3064,Good
3065,Good
3066,Good
3067,Good
3068,Standard
3069,Standard
3070,Standard
3071,Standard
3072,Standard
3073,Standard
3074,Standard
3075,Standard
3076,Bad
3077,Bad
3078,Bad
3079,Bad
3080,Bad
3081,Bad
3082,Bad
3083,Bad
3084,Good
3085,Good
3086,Good
3087,Good
3088,Standard
3089,Standard
3090,Standard
3091,Standard
3092,Standard
3093,Standard
3094,Standard
3095,Standard
3096,Standard
3097,Standard
3098,Standard
3099,Standard
3100,Standard
3101,Standard
3102,Standard
3103,Standard
3104,Good
3105,Good
3106,Good
3107,Good
3108,_
3109,_
3110,_
3111,_
3112,Bad
3113,Bad
3114,Bad
3115,Bad
3116,Bad
3117,Bad
3118,Bad
3119,Bad
3120,Bad
3121,Bad
3122,Bad
3123,Bad
3124,Good
3125,Good
3126,Good
3127,Good
3128,Standard
3129,Standard
3130,Standard
3131,Standard
3132,Good
3133,Good
3134,Good
3135,Good
3136,Good
3137,Good
3138,Good
3139,Good
3140,Good
3141,Good
3142,Good
3143,Good
3144,Good
3145,Good
3146,Good
3147,Good
3148,Standard
3149,Standard
3150,Standard
3151,Standard
3152,Good
3153,Good
3154,Good
3155,Good
3156,Standard
3157,Standard
3158,Standard
3159,Standard
3160,Good
3161,Good
3162,Good
3163,Good
3164,Standard
3165,Standard
3166,Standard
3167,Standard
3168,Standard
3169,Standard
3170,Standard
3171,Standard
3172,Bad
3173,Bad
3174,Bad
3175,Bad
3176,Good
3177,Good
3178,Good
3179,Good
3180,Bad
3181,Bad
3182,Bad
3183,Bad
3184,Standard
3185,Standard
3186,Standard
3187,Standard
3188,Good
3189,Good
3190,Good
3191,Good
3192,Bad
3193,Bad
3194,Bad
3195,Bad
3196,Good
3197,Good
3198,Good
3199,Good
3200,Standard
3201,Standard
3202,Standard
3203,Standard
3204,Standard
3205,Standard
3206,Standard
3207,Standard
3208,Good
3209,Good
3210,Good
3211,Good
3212,Good
3213,Good
3214,Good
3215,Good
3216,Good
3217,Good
3218,Good
3219,Good
3220,Bad
3221,Bad
3222,Bad
3223,Bad
3224,Good
3225,Good
3226,Good
3227,Good
3228,Bad
3229,Bad
3230,Bad
3231,Bad
3232,Bad
3233,Bad
3234,Bad
3235,Bad
3236,Bad
3237,Bad
3238,Bad
3239,Bad
3240,Bad
3241,Bad
3242,Bad
3243,Bad
3244,Standard
3245,Standard
3246,Standard
3247,Standard
3248,Standard
3249,Standard
3250,Standard
3251,Standard
3252,Standard
3253,Standard
3254,Standard
3255,Standard
3256,Standard
3257,Standard
3258,Standard
3259,Standard
3260,Good
3261,Good
3262,Good
3263,Good
3264,Bad
3265,Bad
3266,Bad
3267,Bad
3268,Bad
3269,Bad
3270,Bad
3271,Bad
3272,Standard
3273,Standard
3274,Standard
3275,Standard
3276,Good
3277,Good
3278,Good
3279,Good
3280,Standard
3281,Standard
3282,Standard
3283,Standard
3284,Good
3285,Good
3286,Good
3287,Good
3288,Standard
3289,Standard
3290,Standard
3291,Standard
3292,Bad
3293,Bad
3294,Bad
3295,Bad
3296,Standard
3297,Standard
3298,Standard
3299,Standard
3300,Standard
3301,Standard
3302,Standard
3303,Standard
3304,Good
3305,Good
3306,Good
3307,Good
3308,Bad
3309,Bad
3310,Bad
3311,Bad
3312,Bad
3313,Bad
3314,Bad
3315,Bad
3316,Standard
3317,Standard
3318,Standard
3319,Standard
3320,Standard
3321,Standard
3322,Standard
3323,Standard
3324,Standard
3325,Standard
3326,Standard
3327,Standard
3328,Standard
3329,Standard
3330,Standard
3331,Standard
3332,Standard
3333,Standard
3334,Standard
3335,Standard
3336,Bad
3337,Bad
3338,Bad
3339,Bad
3340,Standard
3341,Standard
3342,Standard
3343,Standard
3344,Good
3345,Good
3346,Good
3347,Good
3348,Standard
3349,Standard
3350,Standard
3351,Standard
3352,Bad
3353,Bad
3354,Bad
3355,Bad
3356,Bad
3357,Bad
3358,Bad
3359,Bad
3360,Standard
3361,Standard
3362,Standard
3363,Standard
3364,Standard
3365,Standard
3366,Standard
3367,Standard
3368,Bad
3369,Bad
3370,Bad
3371,Bad
3372,Standard
3373,Standard
3374,Standard
3375,Standard
3376,Standard
3377,Standard
3378,Standard
3379,Standard
3380,Good
3381,Good
3382,Good
3383,Good
3384,Standard
3385,Standard
3386,Standard
3387,Standard
3388,Standard
3389,Standard
3390,Standard
3391,Standard
3392,Good
3393,Good
3394,Good
3395,Good
3396,Bad
3397,Bad
3398,Bad
3399,Bad
3400,Good
3401,Good
3402,Good
3403,Good
3404,Standard
3405,Standard
3406,Standard
3407,Standard
3408,Bad
3409,Bad
3410,Bad
3411,Bad
3412,Bad
3413,Bad
3414,Bad
3415,Bad
3416,Good
3417,Good
3418,Good
3419,Good
3420,Standard
3421,Standard
3422,Standard
3423,Standard
3424,Bad
3425,Bad
3426,Bad
3427,Bad
3428,Good
3429,Good
3430,Good
3431,Good
3432,Bad
3433,Bad
3434,Bad
3435,Bad
3436,Standard
3437,Standard
3438,Standard
3439,Standard
3440,Good
3441,Good
3442,Good
3443,Good
3444,Standard
3445,Standard
3446,Standard
3447,Standard
3448,Standard
3449,Standard
3450,Standard
3451,Standard
3452,Standard
3453,Standard
3454,Standard
3455,Standard
3456,Bad
3457,Bad
3458,Bad
3459,Bad
3460,Good
3461,Good
3462,Good
3463,Good
3464,Bad
3465,Bad
3466,Bad
3467,Bad
3468,Bad
3469,Bad
3470,Bad
3471,Bad
3472,Bad
3473,Bad
3474,Bad
3475,Bad
3476,Standard
3477,Standard
3478,Standard
3479,Standard
3480,Standard
3481,Standard
3482,Standard
3483,Standard
3484,Standard
3485,Standard
3486,Standard
3487,Standard
3488,Standard
3489,Standard
3490,Standard
3491,Standard
3492,Good
3493,Good
3494,Good
3495,Good
3496,Standard
3497,Standard
3498,Standard
3499,Standard
3500,Standard
3501,Standard
3502,Standard
3503,Standard
3504,Good
3505,Good
3506,Good
3507,Good
3508,Standard
3509,Standard
3510,Standard
3511,Standard
3512,Good
3513,Good
3514,Good
3515,Good
3516,Bad
3517,Bad
3518,Bad
3519,Bad
3520,Standard
3521,Standard
3522,Standard
3523,Standard
3524,Bad
3525,Bad
3526,Bad
3527,Bad
3528,Standard
3529,Standard
3530,Standard
3531,Standard
3532,Standard
3533,Standard
3534,Standard
3535,Standard
3536,Standard
3537,Standard
3538,Standard
3539,Standard
3540,Good
3541,Good
3542,Good
3543,Good
3544,Standard
3545,Standard
3546,Standard
3547,Standard
3548,Bad
3549,Bad
3550,Bad
3551,Bad
3552,Good
3553,Good
3554,Good
3555,Good
3556,Standard
3557,Standard
3558,Standard
3559,Standard
3560,Bad
3561,Bad
3562,Bad
3563,Bad
3564,Standard
3565,Standard
3566,Standard
3567,Standard
3568,Bad
3569,Bad
3570,Bad
3571,Bad
3572,Good
3573,Good
3574,Good
3575,Good
3576,Standard
3577,Standard
3578,Standard
3579,Standard
3580,Good
3581,Good
3582,Good
3583,Good
3584,Bad
3585,Bad
3586,Bad
3587,Bad
3588,Standard
3589,Standard
3590,Standard
3591,Standard
3592,Good
3593,Good
3594,Good
3595,Good
3596,Standard
3597,Standard
3598,Standard
3599,Standard
3600,Good
3601,Good
3602,Good
3603,Good
3604,Good
3605,Good
3606,Good
3607,Good
3608,Standard
3609,Standard
3610,Standard
3611,Standard
3612,_
3613,_
3614,_
3615,_
3616,Standard
3617,Standard
3618,Standard
3619,Standard
3620,Standard
3621,Standard
3622,Standard
3623,Standard
3624,Standard
3625,Standard
3626,Standard
3627,Standard
3628,Bad
3629,Bad
3630,Bad
3631,Bad
3632,Bad
3633,Bad
3634,Bad
3635,Bad
3636,Standard
3637,Standard
3638,Standard
3639,Standard
3640,Standard
3641,Standard
3642,Standard
3643,Standard
3644,Standard
3645,Standard
3646,Standard
3647,Standard
3648,Standard
3649,Standard
3650,Standard
3651,Standard
3652,Good
3653,Good
3654,Good
3655,Good
3656,Standard
3657,Standard
3658,Standard
3659,Standard
3660,Bad
3661,Bad
3662,Bad
3663,Bad
3664,Bad
3665,Bad
3666,Bad
3667,Bad
3668,Bad
3669,Bad
3670,Bad
3671,Bad
3672,Standard
3673,Standard
3674,Standard
3675,Standard
3676,Bad
3677,Bad
3678,Bad
3679,Bad
3680,Good
3681,Good
3682,Good
3683,Good
3684,Standard
3685,Standard
