,Outstanding_Debt
1978,878.19
1979,878.19
1980,779.49
1981,779.49
1982,779.49
1983,779.49
1984,1462.7
1985,1462.7
1986,1462.7
1987,1462.7
1988,1328.11
1989,1328.11
1990,1328.11
1991,1328.11
1992,407.74
1993,407.74
1994,407.74
1995,407.74
1996,795.69
1997,795.69
1998,795.69
1999,795.69
2000,24.73
2001,24.73
2002,24.73
2003,24.73
2004,108.85
2005,108.85
2006,108.85
2007,108.85
2008,1346.13
2009,1346.13
2010,1346.13
2011,1346.13
2012,3581.79
2013,3581.79
2014,3581.79
2015,3581.79
2016,2072.63
2017,2072.63
2018,2072.63
2019,2072.63
2020,1324.42
2021,1324.42
2022,1324.42
2023,1324.42
2024,2518.51
2025,2518.51
2026,2518.51
2027,2518.51
2028,3150.66
2029,3150.66
2030,3150.66
2031,3150.66
2032,2165.47
2033,2165.47
2034,2165.47
2035,2165.47
2036,2362.17
2037,2362.17
2038,2362.17
2039,2362.17
2040,233.67
2041,233.67
2042,233.67
2043,233.67
2044,741.7
2045,741.7
2046,741.7
2047,741.7
2048,965.09
2049,965.09
2050,965.09
2051,965.09
2052,3274.12
2053,3274.12
2054,3274.12
2055,3274.12
2056,1456.01
2057,1456.01
2058,1456.01
2059,1456.01
2060,545.48
2061,545.48
2062,545.48
2063,545.48
2064,2225.18
2065,2225.18
2066,2225.18
2067,2225.18
2068,1691.59
2069,1691.59
2070,1691.59
2071,1691.59
2072,1295.2
2073,1295.2
2074,1295.2
2075,1295.2
2076,3285.72
2077,3285.72
2078,3285.72
2079,3285.72
2080,1235.48
2081,1235.48
2082,1235.48
2083,1235.48
2084,669.35
2085,669.35
2086,669.35
2087,669.35
2088,364.95
2089,364.95
2090,364.95
2091,364.95
2092,998.9
2093,998.9
2094,998.9
2095,998.9
2096,1553.07
2097,1553.07
2098,1553.07
2099,1553.07
2100,582.3
2101,582.3
2102,582.3
2103,582.3
2104,243.75
2105,243.75
2106,243.75
2107,243.75
2108,3029.92
2109,3029.92
2110,3029.92
2111,3029.92
2112,1423.23
2113,1423.23
2114,1423.23
2115,1423.23
2116,1261.93
2117,1261.93
2118,1261.93
2119,1261.93
2120,929.9
2121,929.9
2122,929.9
2123,929.9
2124,4734.52
2125,4734.52
2126,4734.52
2127,4734.52
2128,625.32
2129,625.32
2130,625.32
2131,625.32
2132,1427.56
2133,1427.56
2134,1427.56
2135,1427.56
2136,1306.09
2137,1306.09
2138,1306.09
2139,1306.09
2140,429.71
2141,429.71
2142,429.71
2143,429.71
2144,881.36
2145,881.36
2146,881.36
2147,881.36
2148,467.99
2149,467.99
2150,467.99
2151,467.99
2152,742.33
2153,742.33
2154,742.33
2155,742.33
2156,462.11
2157,462.11
2158,462.11
2159,462.11
2160,3122.53
2161,3122.53
2162,3122.53
2163,3122.53
2164,1197.91
2165,1197.91
2166,1197.91
2167,1197.91
2168,798.71
2169,798.71
2170,798.71
2171,798.71
2172,997.98
2173,997.98
2174,997.98
2175,997.98
2176,2388.85
2177,2388.85
2178,2388.85
2179,2388.85
2180,240.6
2181,240.6
2182,240.6
2183,240.6
2184,70.66
2185,70.66
2186,70.66
2187,70.66
2188,1388.38
2189,1388.38
2190,1388.38
2191,1388.38
2192,3099.57
2193,3099.57
2194,3099.57
2195,3099.57
2196,1397.24
2197,1397.24
2198,1397.24
2199,1397.24
2200,166.25
2201,166.25
2202,166.25
2203,166.25
2204,1220.31
2205,1220.31
2206,1220.31
2207,1220.31
2208,248.48
2209,248.48
2210,248.48
2211,248.48
2212,973.25
2213,973.25
2214,973.25
2215,973.25
2216,3889.88
2217,3889.88
2218,3889.88
2219,3889.88
2220,614.83
2221,614.83
2222,614.83
2223,614.83
2224,45.37
2225,45.37
2226,45.37
2227,45.37
2228,344.4
2229,344.4
2230,344.4
2231,344.4
2232,4041.44
2233,4041.44
2234,4041.44
2235,4041.44
2236,695.61
2237,695.61
2238,695.61
2239,695.61
2240,68.23
2241,68.23
2242,68.23
2243,68.23
2244,31.89
2245,31.89
2246,31.89
2247,31.89
2248,1582.55
2249,1582.55
2250,1582.55
2251,1582.55
2252,605.49
2253,605.49
2254,605.49
2255,605.49
2256,1004.66
2257,1004.66
2258,1004.66
2259,1004.66
2260,2381.47
2261,2381.47
2262,2381.47
2263,2381.47
2264,316.19
2265,316.19
2266,316.19
2267,316.19
2268,2537.18
2269,2537.18
2270,2537.18
2271,2537.18
2272,432.37
2273,432.37
2274,432.37
2275,432.37
2276,809.11
2277,809.11
2278,809.11
2279,809.11
2280,486.48
2281,486.48
2282,486.48
2283,486.48
2284,162.21
2285,162.21
2286,162.21
2287,162.21
2288,1124.37
2289,1124.37
2290,1124.37
2291,1124.37
2292,369.36
2293,369.36
2294,369.36
2295,369.36
2296,1015.21
2297,1015.21
2298,1015.21
2299,1015.21
2300,949.65
2301,949.65
2302,949.65
2303,949.65
2304,829.97
2305,829.97
2306,829.97
2307,829.97
2308,4347.3
2309,4347.3
2310,4347.3
2311,4347.3
2312,831.18
2313,831.18
2314,831.18
2315,831.18
2316,133.56
2317,133.56
2318,133.56
2319,133.56
2320,1457.34
2321,1457.34
2322,1457.34
2323,1457.34
2324,4972.4
2325,4972.4
2326,4972.4
2327,4972.4
2328,1710.58
2329,1710.58
2330,1710.58
2331,1710.58
2332,2284.63
2333,2284.63
2334,2284.63
2335,2284.63
2336,1882.15
2337,1882.15
2338,1882.15
2339,1882.15
2340,633.46
2341,633.46
2342,633.46
2343,633.46
2344,1898.34
2345,1898.34
2346,1898.34
2347,1898.34
2348,441.86
2349,441.86
2350,441.86
2351,441.86
2352,347.44
2353,347.44
2354,347.44
2355,347.44
2356,152.6
2357,152.6
2358,152.6
2359,152.6
2360,768.36
2361,768.36
2362,768.36
2363,768.36
2364,2264.71
2365,2264.71
2366,2264.71
2367,2264.71
2368,468.18
2369,468.18
2370,468.18
2371,468.18
2372,88.0
2373,88.0
2374,88.0
2375,88.0
2376,84.81
2377,84.81
2378,84.81
2379,84.81
2380,939.2
2381,939.2
2382,939.2
2383,939.2
2384,4385.27
2385,4385.27
2386,4385.27
2387,4385.27
2388,969.19
2389,969.19
2390,969.19
2391,969.19
2392,587.63
2393,587.63
2394,587.63
2395,587.63
2396,409.3
2397,409.3
2398,409.3
2399,409.3
2400,1943.08
2401,1943.08
2402,1943.08
2403,1943.08
2404,4405.99
2405,4405.99
2406,4405.99
2407,4405.99
2408,4761.49
2409,4761.49
2410,4761.49
2411,4761.49
2412,924.1
2413,924.1
2414,924.1
2415,924.1
2416,271.56
2417,271.56
2418,271.56
2419,271.56
2420,429.12
2421,429.12
2422,429.12
2423,429.12
2424,483.13
2425,483.13
2426,483.13
2427,483.13
2428,425.84
2429,425.84
2430,425.84
2431,425.84
2432,1783.96
2433,1783.96
2434,1783.96
2435,1783.96
2436,398.91
2437,398.91
2438,398.91
2439,398.91
2440,466.13
2441,466.13
2442,466.13
2443,466.13
2444,1997.18
2445,1997.18
2446,1997.18
2447,1997.18
2448,1693.64
2449,1693.64
2450,1693.64
2451,1693.64
2452,1263.1
2453,1263.1
2454,1263.1
2455,1263.1
2456,1177.09
2457,1177.09
2458,1177.09
2459,1177.09
2460,2437.84
2461,2437.84
2462,2437.84
2463,2437.84
2464,1115.66
2465,1115.66
2466,1115.66
2467,1115.66
2468,551.66
2469,551.66
2470,551.66
2471,551.66
2472,1716.82
2473,1716.82
2474,1716.82
2475,1716.82
2476,453.31
2477,453.31
2478,453.31
2479,453.31
2480,886.09
2481,886.09
2482,886.09
2483,886.09
2484,130.54
2485,130.54
2486,130.54
2487,130.54
2488,1431.47
2489,1431.47
2490,1431.47
2491,1431.47
2492,443.01
2493,443.01
2494,443.01
2495,443.01
2496,3343.32
2497,3343.32
2498,3343.32
2499,3343.32
2500,4432.46
2501,4432.46
2502,4432.46
2503,4432.46
2504,606.47
2505,606.47
2506,606.47
2507,606.47
2508,649.7
2509,649.7
2510,649.7
2511,649.7
2512,1323.96
2513,1323.96
2514,1323.96
2515,1323.96
2516,531.62
2517,531.62
2518,531.62
2519,531.62
2520,1370.48
2521,1370.48
2522,1370.48
2523,1370.48
2524,1759.88
2525,1759.88
2526,1759.88
2527,1759.88
2528,1146.39
2529,1146.39
2530,1146.39
2531,1146.39
2532,1083.29
2533,1083.29
2534,1083.29
2535,1083.29
2536,841.46
2537,841.46
2538,841.46
2539,841.46
2540,428.42
2541,428.42
2542,428.42
2543,428.42
2544,586.15
2545,586.15
2546,586.15
2547,586.15
2548,2034.21
2549,2034.21
2550,2034.21
2551,2034.21
2552,978.3
2553,978.3
2554,978.3
2555,978.3
2556,3918.55
2557,3918.55
2558,3918.55
2559,3918.55
2560,1031.21
2561,1031.21
2562,1031.21
2563,1031.21
2564,461.13
2565,461.13
2566,461.13
2567,461.13
2568,1590.87
2569,1590.87
2570,1590.87
2571,1590.87
2572,2324.66
2573,2324.66
2574,2324.66
2575,2324.66
2576,640.4
2577,640.4
2578,640.4
2579,640.4
2580,2551.12
2581,2551.12
2582,2551.12
2583,2551.12
2584,1229.08
2585,1229.08
2586,1229.08
2587,1229.08
2588,595.94
2589,595.94
2590,595.94
2591,595.94
2592,2410.94
2593,2410.94
2594,2410.94
2595,2410.94
2596,2861.75
2597,2861.75
2598,2861.75
2599,2861.75
2600,208.8
2601,208.8
2602,208.8
2603,208.8
2604,4381.27
2605,4381.27
2606,4381.27
2607,4381.27
2608,3870.22
2609,3870.22
2610,3870.22
2611,3870.22
2612,451.72
2613,451.72
2614,451.72
2615,451.72
2616,484.43
2617,484.43
2618,484.43
2619,484.43
2620,355.39
2621,355.39
2622,355.39
2623,355.39
2624,791.51
2625,791.51
2626,791.51
2627,791.51
2628,2042.27
2629,2042.27
2630,2042.27
2631,2042.27
2632,12.41
2633,12.41
2634,12.41
2635,12.41
2636,2646.59
2637,2646.59
2638,2646.59
2639,2646.59
2640,1988.02
2641,1988.02
2642,1988.02
2643,1988.02
2644,1486.89
2645,1486.89
2646,1486.89
2647,1486.89
2648,164.66
2649,164.66
2650,164.66
2651,164.66
2652,1417.89
2653,1417.89
2654,1417.89
2655,1417.89
2656,922.3
2657,922.3
2658,922.3
2659,922.3
2660,152.98
2661,152.98
2662,152.98
2663,152.98
2664,4074.72
2665,4074.72
2666,4074.72
2667,4074.72
2668,293.88
2669,293.88
2670,293.88
2671,293.88
2672,983.22
2673,983.22
2674,983.22
2675,983.22
2676,366.88
2677,366.88
2678,366.88
2679,366.88
2680,1001.74
2681,1001.74
2682,1001.74
2683,1001.74
2684,1045.08
2685,1045.08
2686,1045.08
2687,1045.08
2688,440.91
2689,440.91
2690,440.91
2691,440.91
2692,1334.34
2693,1334.34
2694,1334.34
2695,1334.34
2696,1049.75
2697,1049.75
2698,1049.75
2699,1049.75
2700,1935.7
2701,1935.7
2702,1935.7
2703,1935.7
2704,3133.49
2705,3133.49
2706,3133.49
2707,3133.49
2708,1265.65
2709,1265.65
2710,1265.65
2711,1265.65
2712,1853.17
2713,1853.17
2714,1853.17
2715,1853.17
2716,1161.1
2717,1161.1
2718,1161.1
2719,1161.1
2720,1410.49
2721,1410.49
2722,1410.49
2723,1410.49
2724,29.6
2725,29.6
2726,29.6
2727,29.6
2728,1003.89
2729,1003.89
2730,1003.89
2731,1003.89
2732,487.44
2733,487.44
2734,487.44
2735,487.44
2736,1131.45
2737,1131.45
2738,1131.45
2739,1131.45
2740,796.88
2741,796.88
2742,796.88
2743,796.88
2744,159.96
2745,159.96
2746,159.96
2747,159.96
2748,929.47
2749,929.47
2750,929.47
2751,929.47
2752,1539.61
2753,1539.61
2754,1539.61
2755,1539.61
2756,393.05
2757,393.05
2758,393.05
2759,393.05
2760,185.7
2761,185.7
2762,185.7
2763,185.7
2764,1201.14
2765,1201.14
2766,1201.14
2767,1201.14
2768,539.74
2769,539.74
2770,539.74
2771,539.74
2772,113.98
2773,113.98
2774,113.98
2775,113.98
2776,4615.79
2777,4615.79
2778,4615.79
2779,4615.79
2780,2517.0
2781,2517.0
2782,2517.0
2783,2517.0
2784,1481.99
2785,1481.99
2786,1481.99
2787,1481.99
2788,91.55
2789,91.55
2790,91.55
2791,91.55
2792,308.91
2793,308.91
2794,308.91
2795,308.91
2796,1123.23
2797,1123.23
2798,1123.23
2799,1123.23
2800,3997.22
2801,3997.22
2802,3997.22
2803,3997.22
2804,638.12
2805,638.12
2806,638.12
2807,638.12
2808,276.34
2809,276.34
2810,276.34
2811,276.34
2812,1024.19
2813,1024.19
2814,1024.19
2815,1024.19
2816,833.1
2817,833.1
2818,833.1
2819,833.1
2820,82.66
2821,82.66
2822,82.66
2823,82.66
2824,1394.29
2825,1394.29
2826,1394.29
2827,1394.29
2828,251.39
2829,251.39
2830,251.39
2831,251.39
2832,1597.7
2833,1597.7
2834,1597.7
2835,1597.7
2836,1029.41
2837,1029.41
2838,1029.41
2839,1029.41
2840,2731.73
2841,2731.73
2842,2731.73
2843,2731.73
2844,975.52
2845,975.52
2846,975.52
2847,975.52
2848,1269.93
2849,1269.93
2850,1269.93
2851,1269.93
2852,2637.94
2853,2637.94
2854,2637.94
2855,2637.94
2856,539.59
2857,539.59
2858,539.59
2859,539.59
2860,802.47
2861,802.47
2862,802.47
2863,802.47
2864,1170.52
2865,1170.52
2866,1170.52
2867,1170.52
2868,1659.15
2869,1659.15
2870,1659.15
2871,1659.15
2872,933.23
2873,933.23
2874,933.23
2875,933.23
2876,1235.11
2877,1235.11
2878,1235.11
2879,1235.11
2880,311.45
2881,311.45
2882,311.45
2883,311.45
2884,300.63
2885,300.63
2886,300.63
2887,300.63
2888,556.93
2889,556.93
2890,556.93
2891,556.93
2892,951.18
2893,951.18
2894,951.18
2895,951.18
2896,289.1
2897,289.1
2898,289.1
2899,289.1
2900,180.7
2901,180.7
2902,180.7
2903,180.7
2904,3106.09
2905,3106.09
2906,3106.09
2907,3106.09
2908,4542.88
2909,4542.88
2910,4542.88
2911,4542.88
2912,1494.52
2913,1494.52
2914,1494.52
2915,1494.52
2916,590.85
2917,590.85
2918,590.85
2919,590.85
2920,2525.56
2921,2525.56
2922,2525.56
2923,2525.56
2924,3450.16
2925,3450.16
2926,3450.16
2927,3450.16
2928,2561.65
2929,2561.65
2930,2561.65
2931,2561.65
2932,1443.78
2933,1443.78
2934,1443.78
2935,1443.78
2936,1425.02
2937,1425.02
2938,1425.02
2939,1425.02
2940,1278.69
2941,1278.69
2942,1278.69
2943,1278.69
2944,446.72
2945,446.72
2946,446.72
2947,446.72
2948,1987.21
2949,1987.21
2950,1987.21
2951,1987.21
2952,108.82
2953,108.82
2954,108.82
2955,108.82
2956,1309.32
2957,1309.32
2958,1309.32
2959,1309.32
2960,1653.86
2961,1653.86
2962,1653.86
2963,1653.86
2964,1765.67
2965,1765.67
2966,1765.67
2967,1765.67
2968,1447.48
2969,1447.48
2970,1447.48
2971,1447.48
2972,155.2
2973,155.2
2974,155.2
2975,155.2
2976,530.51
2977,530.51
2978,530.51
2979,530.51
2980,4593.31
2981,4593.31
2982,4593.31
2983,4593.31
2984,313.06
2985,313.06
2986,313.06
2987,313.06
2988,3724.85
2989,3724.85
2990,3724.85
2991,3724.85
2992,1240.11
2993,1240.11
2994,1240.11
2995,1240.11
2996,497.98
2997,497.98
2998,497.98
2999,497.98
3000,160.03
3001,160.03
3002,160.03
3003,160.03
3004,4656.19
3005,4656.19
3006,4656.19
3007,4656.19
3008,1382.82
3009,1382.82
3010,1382.82
3011,1382.82
3012,1954.62
3013,1954.62
3014,1954.62
3015,1954.62
3016,697.86
3017,697.86
3018,697.86
3019,697.86
3020,590.95
3021,590.95
3022,590.95
3023,590.95
3024,151.33
3025,151.33
3026,151.33
3027,151.33
3028,1064.4
3029,1064.4
3030,1064.4
3031,1064.4
3032,456.02
3033,456.02
3034,456.02
3035,456.02
3036,373.75
3037,373.75
3038,373.75
3039,373.75
3040,154.94
3041,154.94
3042,154.94
3043,154.94
3044,3413.05
3045,3413.05
3046,3413.05
3047,3413.05
3048,574.88
3049,574.88
3050,574.88
3051,574.88
3052,44.85
3053,44.85
3054,44.85
3055,44.85
3056,100.36
3057,100.36
3058,100.36
3059,100.36
3060,1277.91
3061,1277.91
3062,1277.91
3063,1277.91
3064,585.77
3065,585.77
3066,585.77
3067,585.77
3068,825.25
3069,825.25
3070,825.25
3071,825.25
3072,1644.31
3073,1644.31
3074,1644.31
3075,1644.31
3076,2142.54
3077,2142.54
3078,2142.54
3079,2142.54
3080,2716.57
3081,2716.57
3082,2716.57
3083,2716.57
3084,1224.88
3085,1224.88
3086,1224.88
3087,1224.88
3088,788.59
3089,788.59
3090,788.59
3091,788.59
3092,501.57
3093,501.57
3094,501.57
3095,501.57
3096,1111.34
3097,1111.34
3098,1111.34
3099,1111.34
3100,841.82
3101,841.82
3102,841.82
3103,841.82
3104,1078.8
3105,1078.8
3106,1078.8
3107,1078.8
3108,960.38
3109,960.38
3110,960.38
3111,960.38
3112,4983.86
3113,4983.86
3114,4983.86
3115,4983.86
3116,2037.64
3117,2037.64
3118,2037.64
3119,2037.64
3120,3056.29
3121,3056.29
3122,3056.29
3123,3056.29
3124,851.4
3125,851.4
3126,851.4
3127,851.4
3128,514.91
3129,514.91
3130,514.91
3131,514.91
3132,106.83
3133,106.83
3134,106.83
3135,106.83
3136,253.96
3137,253.96
3138,253.96
3139,253.96
3140,212.49
3141,212.49
3142,212.49
3143,212.49
3144,330.83
3145,330.83
3146,330.83
3147,330.83
3148,2632.69
3149,2632.69
3150,2632.69
3151,2632.69
3152,1485.97
3153,1485.97
3154,1485.97
3155,1485.97
3156,1197.02
3157,1197.02
3158,1197.02
3159,1197.02
3160,131.52
3161,131.52
3162,131.52
3163,131.52
3164,1653.18
3165,1653.18
3166,1653.18
3167,1653.18
3168,1340.92
3169,1340.92
3170,1340.92
3171,1340.92
3172,1860.55
3173,1860.55
3174,1860.55
3175,1860.55
3176,1325.84
3177,1325.84
3178,1325.84
3179,1325.84
3180,1509.72
3181,1509.72
3182,1509.72
3183,1509.72
3184,282.06
3185,282.06
3186,282.06
3187,282.06
3188,799.89
3189,799.89
3190,799.89
3191,799.89
3192,1401.52
3193,1401.52
3194,1401.52
3195,1401.52
3196,939.87
3197,939.87
3198,939.87
3199,939.87
3200,233.76
3201,233.76
3202,233.76
3203,233.76
3204,779.69
3205,779.69
3206,779.69
3207,779.69
3208,43.54
3209,43.54
3210,43.54
3211,43.54
3212,1180.08
3213,1180.08
3214,1180.08
3215,1180.08
3216,665.82
3217,665.82
3218,665.82
3219,665.82
3220,3793.7
3221,3793.7
3222,3793.7
3223,3793.7
3224,152.77
3225,152.77
3226,152.77
3227,152.77
3228,3124.9
3229,3124.9
3230,3124.9
3231,3124.9
3232,3643.78
3233,3643.78
3234,3643.78
3235,3643.78
3236,3491.37
3237,3491.37
3238,3491.37
3239,3491.37
3240,2845.49
3241,2845.49
3242,2845.49
3243,2845.49
3244,518.69
3245,518.69
3246,518.69
3247,518.69
3248,1843.93
3249,1843.93
3250,1843.93
3251,1843.93
3252,1455.34
3253,1455.34
3254,1455.34
3255,1455.34
3256,1344.85
3257,1344.85
3258,1344.85
3259,1344.85
3260,199.5
3261,199.5
3262,199.5
3263,199.5
3264,2695.38
3265,2695.38
3266,2695.38
3267,2695.38
3268,3025.1
3269,3025.1
3270,3025.1
3271,3025.1
3272,690.71
3273,690.71
3274,690.71
3275,690.71
3276,1328.24
3277,1328.24
3278,1328.24
3279,1328.24
3280,819.71
3281,819.71
3282,819.71
3283,819.71
3284,301.82
3285,301.82
3286,301.82
3287,301.82
3288,1221.95
3289,1221.95
3290,1221.95
3291,1221.95
3292,2495.15
3293,2495.15
3294,2495.15
3295,2495.15
3296,1948.88
3297,1948.88
3298,1948.88
3299,1948.88
3300,112.54
3301,112.54
3302,112.54
3303,112.54
3304,1321.62
3305,1321.62
3306,1321.62
3307,1321.62
3308,4116.03
3309,4116.03
3310,4116.03
3311,4116.03
3312,2457.23
3313,2457.23
3314,2457.23
3315,2457.23
3316,203.69
3317,203.69
3318,203.69
3319,203.69
3320,2517.83
3321,2517.83
3322,2517.83
3323,2517.83
3324,1099.66
3325,1099.66
3326,1099.66
3327,1099.66
3328,291.46
3329,291.46
3330,291.46
3331,291.46
3332,2623.14
3333,2623.14
3334,2623.14
3335,2623.14
3336,2377.23
3337,2377.23
3338,2377.23
3339,2377.23
3340,491.07
3341,491.07
3342,491.07
3343,491.07
3344,985.01
3345,985.01
3346,985.01
3347,985.01
3348,1491.56
3349,1491.56
3350,1491.56
3351,1491.56
3352,1363.34
3353,1363.34
3354,1363.34
3355,1363.34
3356,1593.75
3357,1593.75
3358,1593.75
3359,1593.75
3360,1295.67
3361,1295.67
3362,1295.67
3363,1295.67
3364,165.76
3365,165.76
3366,165.76
3367,165.76
3368,1452.82
3369,1452.82
3370,1452.82
3371,1452.82
3372,1043.09
3373,1043.09
3374,1043.09
3375,1043.09
3376,1015.79
3377,1015.79
3378,1015.79
3379,1015.79
3380,670.05
3381,670.05
3382,670.05
3383,670.05
3384,29.9
3385,29.9
3386,29.9
3387,29.9
3388,604.77
3389,604.77
3390,604.77
3391,604.77
3392,244.18
3393,244.18
3394,244.18
3395,244.18
3396,1916.48
3397,1916.48
3398,1916.48
3399,1916.48
3400,644.39
3401,644.39
3402,644.39
3403,644.39
3404,485.36
3405,485.36
3406,485.36
3407,485.36
3408,3605.28
3409,3605.28
3410,3605.28
3411,3605.28
3412,1629.98
3413,1629.98
3414,1629.98
3415,1629.98
3416,791.33
3417,791.33
3418,791.33
3419,791.33
3420,736.97
3421,736.97
3422,736.97
3423,736.97
3424,3580.71
3425,3580.71
3426,3580.71
3427,3580.71
3428,306.85
3429,306.85
3430,306.85
3431,306.85
3432,3299.1
3433,3299.1
3434,3299.1
3435,3299.1
3436,1278.88
3437,1278.88
3438,1278.88
3439,1278.88
3440,748.76
3441,748.76
3442,748.76
3443,748.76
3444,329.07
3445,329.07
3446,329.07
3447,329.07
3448,845.93
3449,845.93
3450,845.93
3451,845.93
3452,606.78
3453,606.78
3454,606.78
3455,606.78
3456,3723.83
3457,3723.83
3458,3723.83
3459,3723.83
3460,39.46
3461,39.46
3462,39.46
3463,39.46
3464,3117.01
3465,3117.01
3466,3117.01
3467,3117.01
3468,3881.25
3469,3881.25
3470,3881.25
3471,3881.25
3472,1790.35
3473,1790.35
3474,1790.35
3475,1790.35
3476,77.34
3477,77.34
3478,77.34
3479,77.34
3480,1350.6
3481,1350.6
3482,1350.6
3483,1350.6
3484,624.36
3485,624.36
3486,624.36
3487,624.36
3488,1328.69
3489,1328.69
3490,1328.69
3491,1328.69
3492,1294.06
3493,1294.06
3494,1294.06
3495,1294.06
3496,322.61
3497,322.61
3498,322.61
3499,322.61
3500,1605.81
3501,1605.81
3502,1605.81
3503,1605.81
3504,903.48
3505,903.48
3506,903.48
3507,903.48
3508,244.16
3509,244.16
3510,244.16
3511,244.16
3512,776.18
3513,776.18
3514,776.18
3515,776.18
3516,4362.52
3517,4362.52
3518,4362.52
3519,4362.52
3520,1227.03
3521,1227.03
3522,1227.03
3523,1227.03
3524,3619.68
3525,3619.68
3526,3619.68
3527,3619.68
3528,1248.05
3529,1248.05
3530,1248.05
3531,1248.05
3532,707.33
3533,707.33
3534,707.33
3535,707.33
3536,298.13
3537,298.13
3538,298.13
3539,298.13
3540,841.07
3541,841.07
3542,841.07
3543,841.07
3544,1604.6
3545,1604.6
3546,1604.6
3547,1604.6
3548,2336.04
3549,2336.04
3550,2336.04
3551,2336.04
3552,1171.5
3553,1171.5
3554,1171.5
3555,1171.5
3556,1755.06
3557,1755.06
3558,1755.06
3559,1755.06
3560,3531.62
3561,3531.62
3562,3531.62
3563,3531.62
3564,2412.6
3565,2412.6
3566,2412.6
3567,2412.6
3568,1872.04
3569,1872.04
3570,1872.04
3571,1872.04
3572,706.54
3573,706.54
3574,706.54
3575,706.54
3576,1017.45
3577,1017.45
3578,1017.45
3579,1017.45
3580,1131.7
3581,1131.7
3582,1131.7
3583,1131.7
3584,1682.62
3585,1682.62
3586,1682.62
3587,1682.62
3588,1240.64
3589,1240.64
3590,1240.64
3591,1240.64
3592,156.32
3593,156.32
3594,156.32
3595,156.32
3596,2153.46
3597,2153.46
3598,2153.46
3599,2153.46
3600,957.62
3601,957.62
3602,957.62
3603,957.62
3604,716.71
3605,716.71
3606,716.71
3607,716.71
3608,60.04
3609,60.04
3610,60.04
3611,60.04
3612,1295.13
3613,1295.13
3614,1295.13
3615,1295.13
3616,1681.16
3617,1681.16
3618,1681.16
3619,1681.16
3620,2371.53
3621,2371.53
3622,2371.53
3623,2371.53
3624,1334.8
3625,1334.8
3626,1334.8
3627,1334.8
3628,4152.95
3629,4152.95
3630,4152.95
3631,4152.95
3632,2231.92
3633,2231.92
3634,2231.92
3635,2231.92
3636,887.44
3637,887.44
3638,887.44
3639,887.44
3640,2468.2
3641,2468.2
3642,2468.2
3643,2468.2
3644,1484.58
3645,1484.58
3646,1484.58
3647,1484.58
3648,1941.95
3649,1941.95
3650,1941.95
3651,1941.95
3652,1030.1
3653,1030.1
3654,1030.1
3655,1030.1
3656,2244.32
3657,2244.32
3658,2244.32
3659,2244.32
3660,3097.13
3661,3097.13
3662,3097.13
3663,3097.13
3664,2669.46
3665,2669.46
3666,2669.46
3667,2669.46
3668,3991.34
3669,3991.34
3670,3991.34
3671,3991.34
3672,1135.43
3673,1135.43
3674,1135.43
3675,1135.43
3676,2056.37
3677,2056.37
3678,2056.37
3679,2056.37
3680,214.43
3681,214.43
3682,214.43
3683,214.43
3684,1079.72
3685,1079.72
3686,1079.72
3687,1079.72
3688,4439.92
3689,4439.92
3690,4439.92
3691,4439.92
3692,491.75
3693,491.75
3694,491.75
3695,491.75
3696,2234.83
3697,2234.83
3698,2234.83
3699,2234.83
3700,497.75
3701,497.75
3702,497.75
3703,497.75
3704,407.6
3705,407.6
3706,407.6
3707,407.6
3708,3500.59
3709,3500.59
3710,3500.59
3711,3500.59
3712,399.45
