,Annual_Income
1932,41977.78
1933,41977.78
1934,
1935,41977.78
1936,11731.585
1937,11731.585
1938,11731.585
1939,11731.585
1940,88406.34
1941,88406.34
1942,88406.34
1943,88406.34
1944,36035.32
1945,
1946,36035.32
1947,36035.32
1948,113383.14
1949,113383.14
1950,113383.14
1951,113383.14
1952,51552.6
1953,51552.6
1954,51552.6
1955,51552.6
1956,39579.6
1957,39579.6
1958,39579.6
1959,39579.6
1960,41342.86
1961,41342.86
1962,41342.86
1963,41342.86
1964,120260.2
1965,120260.2
1966,
1967,120260.2
1968,36346.13
1969,
1970,
1971,
1972,25399.68
1973,25399.68
1974,25399.68
1975,25399.68
1976,51307.1
1977,51307.1
1978,51307.1
1979,51307.1
1980,18578.88
1981,18578.88
1982,18578.88
1983,18578.88
1984,68332.08
1985,68332.08
1986,68332.08
1987,68332.08
1988,12303.09
1989,12303.09
1990,12303.09
1991,12303.09
1992,35118.1
1993,35118.1
1994,35118.1
1995,35118.1
1996,64057.72
1997,64057.72
1998,64057.72
1999,64057.72
2000,44390.76
2001,44390.76
2002,44390.76
2003,44390.76
2004,37807.28
2005,37807.28
2006,37807.28
2007,37807.28
2008,59154.04
2009,59154.04
2010,59154.04
2011,59154.04
2012,41155.22
2013,41155.22
2014,41155.22
2015,41155.22
2016,15610.61
2017,15610.61
2018,15610.61
2019,15610.61
2020,
2021,35670.66
2022,35670.66
2023,35670.66
2024,28128.16
2025,28128.16
2026,28128.16
2027,28128.16
2028,48144.78
2029,48144.78
2030,
2031,48144.78
2032,32178.74
2033,32178.74
2034,32178.74
2035,32178.74
2036,17445.15
2037,17445.15
2038,17445.15
2039,17445.15
2040,20522.13
2041,20522.13
2042,20522.13
2043,20522.13
2044,61654.84
2045,61654.84
2046,61654.84
2047,
2048,20703.48
2049,20703.48
2050,20703.48
2051,20703.48
2052,8022.255
2053,8022.255
2054,8022.255
2055,8022.255
2056,36717.63
2057,36717.63
2058,36717.63
2059,36717.63
2060,35469.07
2061,35469.07
2062,
2063,
2064,19519.57
2065,19519.57
2066,19519.57
2067,19519.57
2068,35926.76
2069,
2070,
2071,35926.76
2072,134150.0
2073,134150.0
2074,134150.0
2075,134150.0
2076,34204.8
2077,34204.8
2078,34204.8
2079,34204.8
2080,56131.48
2081,56131.48
2082,56131.48
2083,56131.48
2084,57439.12
2085,
2086,57439.12
2087,57439.12
2088,
2089,39944.67
2090,39944.67
2091,39944.67
2092,
2093,32485.42
2094,32485.42
2095,32485.42
2096,70286.6
2097,70286.6
2098,70286.6
2099,70286.6
2100,16808.32
2101,16808.32
2102,16808.32
2103,16808.32
2104,72116.25
2105,72116.25
2106,
2107,72116.25
2108,35823.96
2109,35823.96
2110,35823.96
2111,35823.96
2112,140390.32
2113,
2114,140390.32
2115,140390.32
2116,25198.19
2117,25198.19
2118,25198.19
2119,25198.19
2120,
2121,166907.72
2122,166907.72
2123,166907.72
2124,15531.09
2125,15531.09
2126,15531.09
2127,15531.09
2128,81935.42
2129,81935.42
2130,81935.42
2131,81935.42
2132,14675.83
2133,
2134,14675.83
2135,14675.83
2136,9197.37
2137,9197.37
2138,9197.37
2139,9197.37
2140,20492.45
2141,20492.45
2142,
2143,20492.45
2144,27242.8
2145,27242.8
2146,27242.8
2147,27242.8
2148,81411.2
2149,81411.2
2150,81411.2
2151,81411.2
2152,
2153,18503.85
2154,18503.85
2155,18503.85
2156,105521.58
2157,105521.58
2158,105521.58
2159,105521.58
2160,17855.94
2161,17855.94
2162,17855.94
2163,17855.94
2164,78477.18
2165,78477.18
2166,78477.18
2167,78477.18
2168,
2169,32901.79
2170,32901.79
2171,32901.79
2172,73031.58
2173,73031.58
2174,73031.58
2175,73031.58
2176,35235.18
2177,35235.18
2178,35235.18
2179,35235.18
2180,66881.2
2181,66881.2
2182,66881.2
2183,66881.2
2184,14535.105
2185,
2186,14535.105
2187,14535.105
2188,
2189,10119.76
2190,10119.76
2191,10119.76
2192,19787.4
2193,19787.4
2194,19787.4
2195,19787.4
2196,16893.44
2197,16893.44
2198,16893.44
2199,16893.44
2200,21791.905
2201,21791.905
2202,21791.905
2203,21791.905
2204,77854.26
2205,77854.26
2206,
2207,77854.26
2208,99802.48
2209,
2210,99802.48
2211,99802.48
2212,
2213,108491.28
2214,108491.28
2215,108491.28
2216,14021.57
2217,14021.57
2218,14021.57
2219,14021.57
2220,76391.48
2221,76391.48
2222,76391.48
2223,76391.48
2224,13486.615
2225,13486.615
2226,13486.615
2227,13486.615
2228,34800.96
2229,34800.96
2230,34800.96
2231,34800.96
2232,35603.8
2233,35603.8
2234,35603.8
2235,35603.8
2236,32414.26
2237,32414.26
2238,
2239,32414.26
2240,34601.35
2241,34601.35
2242,34601.35
2243,34601.35
2244,99007.68
2245,99007.68
2246,99007.68
2247,99007.68
2248,60572.7
2249,60572.7
2250,60572.7
2251,60572.7
2252,14208.865
2253,14208.865
2254,14208.865
2255,14208.865
2256,35836.84
2257,35836.84
2258,35836.84
2259,35836.84
2260,20083.06
2261,20083.06
2262,20083.06
2263,20083.06
2264,26150.38
2265,26150.38
2266,26150.38
2267,26150.38
2268,14144.48
2269,14144.48
2270,14144.48
2271,14144.48
2272,122008.59
2273,122008.59
2274,122008.59
2275,122008.59
2276,11956.285
2277,11956.285
2278,11956.285
2279,11956.285
2280,20949.58
2281,20949.58
2282,20949.58
2283,20949.58
2284,
2285,
2286,18096.155
2287,18096.155
2288,
2289,37788.3
2290,37788.3
2291,37788.3
2292,120955.92
2293,120955.92
2294,120955.92
2295,120955.92
2296,27983.07
2297,27983.07
2298,27983.07
2299,27983.07
2300,56987.92
2301,56987.92
2302,56987.92
2303,56987.92
2304,50552.34
2305,50552.34
2306,50552.34
2307,50552.34
2308,16838.82
2309,16838.82
2310,16838.82
2311,16838.82
2312,90592.02
2313,90592.02
2314,90592.02
2315,90592.02
2316,29695.58
2317,29695.58
2318,29695.58
2319,29695.58
2320,85667.7
2321,85667.7
2322,85667.7
2323,85667.7
2324,83386.52
2325,83386.52
2326,83386.52
2327,83386.52
2328,10299.565
2329,10299.565
2330,10299.565
2331,10299.565
2332,73871.92
2333,73871.92
2334,73871.92
2335,73871.92
2336,29353.04
2337,29353.04
2338,29353.04
2339,29353.04
2340,43700.61
2341,43700.61
2342,43700.61
2343,43700.61
2344,16471.35
2345,16471.35
2346,16471.35
2347,16471.35
2348,65187.34
2349,65187.34
2350,65187.34
2351,65187.34
2352,29661.64
2353,29661.64
2354,29661.64
2355,29661.64
2356,
2357,
2358,101912.13
2359,
2360,65454.42
2361,65454.42
2362,65454.42
2363,65454.42
2364,20397.26
2365,20397.26
2366,20397.26
2367,20397.26
2368,38760.82
2369,38760.82
2370,38760.82
2371,38760.82
2372,37131.02
2373,37131.02
2374,
2375,37131.02
2376,140254.28
2377,140254.28
2378,140254.28
2379,140254.28
2380,21484.035
2381,21484.035
2382,21484.035
2383,21484.035
2384,
2385,17750.19
2386,17750.19
2387,17750.19
2388,21145.595
2389,21145.595
2390,21145.595
2391,
2392,125491.64
2393,125491.64
2394,125491.64
2395,125491.64
2396,36722.84
2397,36722.84
2398,36722.84
2399,
2400,15687.44
2401,15687.44
2402,15687.44
2403,15687.44
2404,7304.925
2405,7304.925
2406,7304.925
2407,7304.925
2408,
2409,18921.78
2410,18921.78
2411,18921.78
2412,122942.28
2413,122942.28
2414,122942.28
2415,122942.28
2416,42021.7
2417,
2418,42021.7
2419,42021.7
2420,85915.32
2421,85915.32
2422,85915.32
2423,85915.32
2424,142177.84
2425,142177.84
2426,142177.84
2427,142177.84
2428,27814.63
2429,27814.63
2430,27814.63
2431,27814.63
2432,49995.18
2433,49995.18
2434,49995.18
2435,49995.18
2436,34480.2
2437,34480.2
2438,34480.2
2439,34480.2
2440,
2441,130688.56
2442,130688.56
2443,130688.56
2444,15656.82
2445,15656.82
2446,15656.82
2447,15656.82
2448,30118.94
2449,30118.94
2450,
2451,30118.94
2452,17975.32
2453,17975.32
2454,17975.32
2455,17975.32
2456,
2457,20871.42
2458,20871.42
2459,20871.42
2460,30257.02
2461,30257.02
2462,30257.02
2463,30257.02
2464,28406.16
2465,28406.16
2466,28406.16
2467,28406.16
2468,99565.36
2469,99565.36
2470,99565.36
2471,99565.36
2472,18507.72
2473,18507.72
2474,18507.72
2475,18507.72
2476,58698.08
2477,58698.08
2478,58698.08
2479,58698.08
2480,31461.84
2481,31461.84
2482,31461.84
2483,31461.84
2484,71677.59
2485,71677.59
2486,71677.59
2487,71677.59
2488,
2489,17856.72
2490,17856.72
2491,17856.72
2492,44080.04
2493,44080.04
2494,44080.04
2495,44080.04
2496,77519.04
2497,77519.04
2498,77519.04
2499,77519.04
2500,29281.94
2501,29281.94
2502,29281.94
2503,29281.94
2504,101954.94
2505,101954.94
2506,101954.94
2507,101954.94
2508,87932.96
2509,87932.96
2510,87932.96
2511,87932.96
2512,31557.73
2513,31557.73
2514,31557.73
2515,31557.73
2516,128390.84
2517,128390.84
2518,128390.84
2519,128390.84
2520,
2521,61887.2
2522,61887.2
2523,61887.2
2524,10320.67
2525,10320.67
2526,10320.67
2527,10320.67
2528,32594.76
2529,
2530,32594.76
2531,32594.76
2532,61669.47
2533,61669.47
2534,61669.47
2535,61669.47
2536,34514.51
2537,
2538,34514.51
2539,34514.51
2540,85589.68
2541,85589.68
2542,85589.68
2543,
2544,21053.37
2545,21053.37
2546,21053.37
2547,21053.37
2548,14542.1
2549,14542.1
2550,14542.1
2551,14542.1
2552,111896.16
2553,111896.16
2554,111896.16
2555,
2556,
2557,7064.385
2558,7064.385
2559,7064.385
2560,72588.99
2561,72588.99
2562,72588.99
2563,72588.99
2564,60585.08
2565,60585.08
2566,60585.08
2567,60585.08
2568,52949.07
2569,52949.07
2570,52949.07
2571,52949.07
2572,15444.74
2573,15444.74
2574,15444.74
2575,15444.74
2576,28446.58
2577,28446.58
2578,28446.58
2579,28446.58
2580,16532.33
2581,16532.33
2582,16532.33
2583,16532.33
2584,17032.785
2585,17032.785
2586,17032.785
2587,17032.785
2588,30261.67
2589,
2590,30261.67
2591,30261.67
2592,35853.56
2593,35853.56
2594,35853.56
2595,35853.56
2596,52979.4
2597,52979.4
2598,52979.4
2599,52979.4
2600,58637.34
2601,58637.34
2602,58637.34
2603,58637.34
2604,53106.54
2605,53106.54
2606,53106.54
2607,53106.54
2608,73085.96
2609,73085.96
2610,73085.96
2611,
2612,32029.98
2613,
2614,32029.98
2615,32029.98
2616,71424.57
2617,71424.57
2618,71424.57
2619,71424.57
2620,12985.715
2621,
2622,12985.715
2623,12985.715
2624,41821.27
2625,41821.27
2626,41821.27
2627,41821.27
2628,60116.7
2629,
2630,60116.7
2631,60116.7
2632,96562.8
2633,
2634,96562.8
2635,96562.8
2636,18721.3
2637,18721.3
2638,18721.3
2639,18721.3
2640,31633.94
2641,31633.94
2642,31633.94
2643,31633.94
2644,173968.96
2645,173968.96
2646,
2647,173968.96
2648,33928.38
2649,33928.38
2650,
2651,33928.38
2652,123847.04
2653,123847.04
2654,
2655,
2656,34447.49
2657,34447.49
2658,34447.49
2659,34447.49
2660,83483.96
2661,83483.96
2662,83483.96
2663,83483.96
2664,9754.75
2665,9754.75
2666,9754.75
2667,9754.75
2668,50173.54
2669,50173.54
2670,50173.54
2671,50173.54
2672,15627.72
2673,15627.72
2674,15627.72
2675,15627.72
2676,97575.9
2677,97575.9
2678,97575.9
2679,97575.9
2680,64397.88
2681,64397.88
2682,64397.88
2683,64397.88
2684,23952.07
2685,23952.07
2686,23952.07
2687,23952.07
2688,105565.65
2689,105565.65
2690,105565.65
2691,105565.65
2692,145934.16
2693,145934.16
2694,145934.16
2695,
2696,68171.55
2697,68171.55
2698,68171.55
2699,68171.55
2700,9599.265
2701,9599.265
2702,9599.265
2703,9599.265
2704,61796.92
2705,61796.92
2706,61796.92
2707,61796.92
2708,20133.61
2709,20133.61
2710,
2711,20133.61
2712,8406.375
2713,8406.375
2714,8406.375
2715,8406.375
2716,71368.6
2717,71368.6
2718,71368.6
2719,71368.6
2720,100914.39
2721,100914.39
2722,100914.39
2723,100914.39
2724,99903.36
2725,99903.36
2726,
2727,99903.36
2728,119827.08
2729,119827.08
2730,119827.08
2731,119827.08
2732,
2733,39232.16
2734,39232.16
2735,39232.16
2736,19590.31
2737,19590.31
2738,19590.31
2739,19590.31
2740,83503.12
2741,83503.12
2742,83503.12
2743,83503.12
2744,143372.68
2745,143372.68
2746,143372.68
2747,143372.68
2748,131617.4
2749,131617.4
2750,131617.4
2751,131617.4
2752,15054.47
2753,15054.47
2754,15054.47
2755,15054.47
2756,18268.61
2757,18268.61
2758,18268.61
2759,18268.61
2760,142152.48
2761,142152.48
2762,142152.48
2763,142152.48
2764,20138.945
2765,20138.945
2766,20138.945
2767,20138.945
2768,144468.72
2769,144468.72
2770,144468.72
2771,144468.72
2772,41086.4
2773,41086.4
2774,41086.4
2775,41086.4
2776,41507.12
2777,41507.12
2778,41507.12
2779,41507.12
2780,58942.6
2781,58942.6
2782,58942.6
2783,58942.6
2784,121719.0
2785,121719.0
2786,121719.0
2787,121719.0
2788,33815.65
2789,
2790,33815.65
2791,33815.65
2792,42769.78
2793,42769.78
2794,42769.78
2795,42769.78
2796,20474.27
2797,20474.27
2798,20474.27
2799,20474.27
2800,38894.06
2801,38894.06
2802,38894.06
2803,38894.06
2804,72140.07
2805,72140.07
2806,72140.07
2807,72140.07
2808,11866.345
2809,11866.345
2810,11866.345
2811,
2812,83359.08
2813,83359.08
2814,83359.08
2815,
2816,44747.54
2817,44747.54
2818,44747.54
2819,44747.54
2820,102630.0
2821,102630.0
2822,102630.0
2823,102630.0
2824,52595.46
2825,52595.46
2826,52595.46
2827,52595.46
2828,101462.64
2829,101462.64
2830,
2831,101462.64
2832,77930.28
2833,77930.28
2834,77930.28
2835,77930.28
2836,15688.25
2837,15688.25
2838,15688.25
2839,15688.25
2840,56510.8
2841,56510.8
2842,
2843,56510.8
2844,42048.24
2845,
2846,42048.24
2847,42048.24
2848,136680.12
2849,136680.12
2850,136680.12
2851,136680.12
2852,9339.455
2853,9339.455
2854,9339.455
2855,9339.455
2856,108172.29
2857,108172.29
2858,108172.29
2859,108172.29
2860,97003.11
2861,97003.11
2862,97003.11
2863,97003.11
2864,18873.2
2865,
2866,18873.2
2867,18873.2
2868,38491.94
2869,38491.94
2870,38491.94
2871,38491.94
2872,75044.98
2873,75044.98
2874,75044.98
2875,75044.98
2876,11162.02
2877,11162.02
2878,11162.02
2879,11162.02
2880,19934.08
2881,19934.08
2882,19934.08
2883,19934.08
2884,65912.38
2885,65912.38
2886,65912.38
2887,65912.38
2888,15399.52
2889,15399.52
2890,15399.52
2891,15399.52
2892,66174.84
2893,66174.84
2894,66174.84
2895,
2896,9597.79
2897,9597.79
2898,9597.79
2899,9597.79
2900,34428.21
2901,34428.21
2902,34428.21
2903,34428.21
2904,15479.34
2905,15479.34
2906,15479.34
2907,15479.34
2908,
2909,19942.04
2910,19942.04
2911,19942.04
2912,7912.495
2913,7912.495
2914,7912.495
2915,7912.495
2916,22488.625
2917,22488.625
2918,22488.625
2919,22488.625
2920,75650.04
2921,75650.04
2922,75650.04
2923,75650.04
2924,54994.77
2925,54994.77
2926,54994.77
2927,54994.77
2928,59908.68
2929,59908.68
2930,59908.68
2931,59908.68
2932,
2933,22250.525
2934,22250.525
2935,22250.525
2936,86189.58
2937,86189.58
2938,86189.58
2939,86189.58
2940,19848.365
2941,19848.365
2942,19848.365
2943,19848.365
2944,99902.37
2945,99902.37
2946,
2947,99902.37
2948,15081.12
2949,15081.12
2950,15081.12
2951,
2952,165002.4
2953,165002.4
2954,165002.4
2955,165002.4
2956,30776.8
2957,30776.8
2958,30776.8
2959,30776.8
2960,20513.23
2961,20513.23
2962,20513.23
2963,
2964,7046.5
2965,7046.5
2966,7046.5
2967,7046.5
2968,28087.16
2969,28087.16
2970,28087.16
2971,28087.16
2972,99990.78
2973,99990.78
2974,99990.78
2975,99990.78
2976,
2977,43504.07
2978,43504.07
2979,43504.07
2980,28110.86
2981,28110.86
2982,28110.86
2983,28110.86
2984,21546.93
2985,21546.93
2986,21546.93
2987,21546.93
2988,17993.4
2989,17993.4
2990,17993.4
2991,17993.4
2992,63856.48
2993,63856.48
2994,63856.48
2995,63856.48
2996,73747.58
2997,73747.58
2998,73747.58
2999,73747.58
3000,19328.71
3001,19328.71
3002,
3003,19328.71
3004,
3005,42435.63
3006,42435.63
3007,42435.63
3008,16564.89
3009,16564.89
3010,16564.89
3011,16564.89
3012,7985.155
3013,7985.155
3014,7985.155
3015,7985.155
3016,
3017,81903.8
3018,81903.8
3019,81903.8
3020,92041.02
3021,92041.02
3022,92041.02
3023,92041.02
3024,40514.84
3025,40514.84
3026,40514.84
3027,40514.84
3028,60841.98
3029,60841.98
3030,60841.98
3031,60841.98
3032,
3033,
3034,12660.16
3035,12660.16
3036,46066.06
3037,46066.06
3038,46066.06
3039,46066.06
3040,97515.78
3041,97515.78
3042,97515.78
3043,97515.78
3044,69847.44
3045,69847.44
3046,69847.44
3047,69847.44
3048,
3049,124033.96
3050,124033.96
3051,124033.96
3052,88778.4
3053,88778.4
3054,
3055,88778.4
3056,36901.31
3057,36901.31
3058,36901.31
3059,36901.31
3060,30594.51
3061,30594.51
3062,30594.51
3063,30594.51
3064,79837.02
3065,79837.02
3066,79837.02
3067,
3068,82093.52
3069,82093.52
3070,82093.52
3071,82093.52
3072,38073.6
3073,38073.6
3074,
3075,38073.6
3076,9889.575
3077,9889.575
3078,9889.575
3079,9889.575
3080,29840.22
3081,29840.22
3082,29840.22
3083,29840.22
3084,28836.92
3085,28836.92
3086,28836.92
3087,28836.92
3088,110575.72
3089,110575.72
3090,110575.72
3091,110575.72
3092,146351.36
3093,146351.36
3094,146351.36
3095,146351.36
3096,25877.95
3097,25877.95
3098,25877.95
3099,25877.95
3100,86290.14
3101,86290.14
3102,86290.14
3103,86290.14
3104,29044.29
3105,29044.29
3106,
3107,29044.29
3108,30783.88
3109,30783.88
3110,30783.88
3111,30783.88
3112,18759.61
3113,18759.61
3114,18759.61
3115,18759.61
3116,20651.43
3117,
3118,20651.43
3119,20651.43
3120,81497.12
3121,81497.12
3122,81497.12
3123,81497.12
3124,35205.24
3125,35205.24
3126,35205.24
3127,35205.24
3128,121948.8
3129,121948.8
3130,121948.8
3131,121948.8
3132,82065.16
3133,82065.16
3134,82065.16
3135,82065.16
3136,39564.52
3137,39564.52
3138,39564.52
3139,39564.52
3140,86468.68
3141,86468.68
3142,86468.68
3143,86468.68
3144,124052.22
3145,124052.22
3146,124052.22
3147,124052.22
3148,45421.38
3149,45421.38
3150,45421.38
3151,45421.38
3152,20821.8
3153,20821.8
3154,20821.8
3155,20821.8
3156,48212.8
3157,48212.8
3158,48212.8
3159,48212.8
3160,42888.45
3161,42888.45
3162,
3163,42888.45
3164,59304.08
3165,
3166,59304.08
3167,
3168,58865.88
3169,58865.88
3170,58865.88
3171,58865.88
3172,16192.1
3173,16192.1
3174,16192.1
